,HourlyPrecipitation,HourlyRelativeHumidity,HourlyDryBulbTemperature,y,unique_id
2016-07-30 09:00:00,0.0,64.33333333333333,86.66666666666667,9.39,1.0
2016-07-30 12:00:00,0.1475,81.77777777777777,78.94444444444444,9.233333333333334,1.0
2016-07-30 15:00:00,0.0,74.33333333333333,80.66666666666667,9.56,1.0
2016-07-30 18:00:00,0.0,85.0,77.5,10.2675,1.0
2016-07-30 21:00:00,0.0,96.66666666666667,74.66666666666667,10.9,1.0
2016-07-31 00:00:00,0.0,96.75,74.08333333333333,11.358333333333334,1.0
2016-07-31 03:00:00,0.0,96.16666666666667,73.16666666666667,12.066666666666668,1.0
2016-07-31 06:00:00,0.0,83.16666666666667,77.83333333333333,12.85,1.0
2016-07-31 09:00:00,0.0,61.0,86.66666666666667,15.375,1.0
2016-07-31 12:00:00,0.0,50.333333333333336,91.0,16.366666666666667,1.0
2016-07-31 15:00:00,0.276,81.60000000000001,77.66666666666667,15.35,1.0
2016-07-31 18:00:00,0.01,92.5,74.83333333333333,14.266666666666666,1.0
2016-07-31 21:00:00,0.0,93.0,75.66666666666667,13.491666666666667,1.0
2016-08-01 00:00:00,0.0,96.83333333333333,74.66666666666667,13.0,1.0
2016-08-01 03:00:00,0.0,100.0,73.0,12.358333333333334,1.0
2016-08-01 06:00:00,0.0,94.33333333333333,75.0,12.025,1.0
2016-08-01 09:00:00,0.0,74.0,83.0,12.108333333333334,1.0
2016-08-01 12:00:00,0.0,62.23333333333333,86.86666666666667,11.9,1.0
2016-08-01 15:00:00,0.0,71.0,81.0,11.9,1.0
2016-08-01 18:00:00,0.0,84.5,77.66666666666667,12.025,1.0
2016-08-01 21:00:00,0.0,89.75,76.41666666666667,11.941666666666668,1.0
2016-08-02 00:00:00,0.0,97.33333333333333,73.8888888888889,11.9,1.0
2016-08-02 03:00:00,0.0,96.0,74.33333333333333,16.150000000000002,1.0
2016-08-02 06:00:00,0.0,90.33333333333333,76.33333333333333,15.725,1.0
2016-08-02 09:00:00,0.0,70.66666666666667,85.33333333333333,14.125,1.0
2016-08-02 12:00:00,0.02,72.32142857142857,83.36904761904762,13.549999999999999,1.0
2016-08-02 15:00:00,0.02,85.0,78.66666666666667,13.1,1.0
2016-08-02 18:00:00,0.0,90.5,77.66666666666667,12.950000000000001,1.0
2016-08-02 21:00:00,0.0,97.16666666666667,75.5,13.0,1.0
2016-08-03 00:00:00,0.0,97.33333333333333,74.41666666666667,13.966666666666667,1.0
2016-08-03 03:00:00,0.0,98.0,73.66666666666667,16.849999999999998,1.0
2016-08-03 06:00:00,0.0,96.66666666666667,74.1111111111111,16.25,1.0
2016-08-03 09:00:00,0.0,70.66666666666667,83.83333333333333,18.083333333333332,1.0
2016-08-03 12:00:00,0.0,49.166666666666664,90.16666666666667,21.941666666666666,1.0
2016-08-03 15:00:00,0.0,44.333333333333336,91.66666666666667,22.816666666666666,1.0
2016-08-03 18:00:00,0.0,53.166666666666664,87.33333333333333,22.40833333333333,1.0
2016-08-03 21:00:00,0.0,69.33333333333333,82.0,21.125,1.0
2016-08-04 00:00:00,0.0,83.66666666666667,78.83333333333333,19.316666666666666,1.0
2016-08-04 03:00:00,0.0,89.0,77.33333333333333,17.825,1.0
2016-08-04 06:00:00,0.0,85.5,79.0,16.741666666666667,1.0
2016-08-04 09:00:00,0.0,67.33333333333333,86.0,16.016666666666666,1.0
2016-08-04 12:00:00,0.0,56.5,89.66666666666667,15.700000000000001,1.0
2016-08-04 15:00:00,0.14500000000000002,73.33333333333333,84.5,15.350000000000001,1.0
2016-08-04 18:00:00,0.0,84.0,79.66666666666667,15.350000000000001,1.0
2016-08-04 21:00:00,0.0,83.0,79.66666666666667,30.125,1.0
2016-08-05 00:00:00,0.0,92.22222222222223,77.1111111111111,37.666666666666664,1.0
2016-08-05 03:00:00,0.0,94.33333333333333,75.83333333333333,26.00833333333333,1.0
2016-08-05 06:00:00,0.0,92.0,76.83333333333333,20.891666666666666,1.0
2016-08-05 09:00:00,0.0,77.33333333333333,82.55555555555556,19.2,1.0
2016-08-05 12:00:00,0.0,55.166666666666664,90.33333333333333,20.891666666666666,1.0
2016-08-05 15:00:00,0.0,48.333333333333336,89.66666666666667,22.233333333333334,1.0
2016-08-05 18:00:00,0.0,64.66666666666667,83.16666666666667,21.416666666666668,1.0
2016-08-05 21:00:00,0.0,79.33333333333333,78.66666666666667,20.191666666666666,1.0
2016-08-06 00:00:00,0.0,86.66666666666667,76.16666666666667,18.90833333333333,1.0
2016-08-06 03:00:00,0.0,93.0,73.33333333333333,17.758333333333336,1.0
2016-08-06 06:00:00,0.0,81.66666666666667,78.33333333333333,16.95,1.0
2016-08-06 09:00:00,0.0,56.666666666666664,89.66666666666667,16.308333333333334,1.0
